url,heading,first_paragraph,outgoing_links,image_urls
https://crawler-test.com/mobile/no_mobile_with_amp,Consistent H1 Header Group F,,https://crawler-test.com/,
https://crawler-test.com/mobile/other_desktop_that_links_to_the_same_mobile_pages,Separate desktop that links to the same mobile,,https://crawler-test.com/,
https://crawler-test.com/mobile/responsive,Consistent H1 Header Group A 2,,https://crawler-test.com/,
https://crawler-test.com/mobile/responsive_with_amp,Consistent H1 Header Group E,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_amp_with_self_canonical,Consistent H1 Header Group K,,,
https://crawler-test.com/mobile/separate_desktop,Consistent H1 Header Group B,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_desktop_irregular_media,Separate Desktop with Meta Irregular Media Pixel Size,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_desktop_response_header_alt,Separate Desktop with Response Header Alt,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_desktop_with_different_h1,A unique header in Group I,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_desktop_with_different_links_in,Consistent H1 Header Group M,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_desktop_with_different_links_out,Consistent H1 Header Group N,,https://crawler-test.com/ | https://crawler-test.com/mobile/separate_desktop_with_different_links_in | https://crawler-test.com/mobile/separate_desktop_with_different_links_in | https://crawler-test.com/mobile/separate_desktop_with_different_links_in | https://crawler-test.com/mobile/separate_desktop_with_different_links_in | https://crawler-test.com/mobile/separate_desktop_with_different_links_in | https://crawler-test.com/mobile/separate_desktop_with_different_links_in | https://crawler-test.com/mobile/separate_desktop_with_different_links_in | https://crawler-test.com/mobile/separate_desktop_with_different_links_in,
https://crawler-test.com/mobile/separate_desktop_with_different_title,Consistent H1 Header Group J,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_desktop_with_different_wordcount,Consistent H1 Header Group L,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_desktop_with_mobile_not_subdomain,Consistent H1 Header Group O,,https://crawler-test.com/,
https://crawler-test.com/mobile/separate_mobile_with_mobile_not_subdomain,Consistent H1 Header Group O,,https://crawler-test.com/,
